approvedSymbol,Druggable Family,ENSG
CPQ,No,ENSG00000104324
ZNF85,No,ENSG00000105750
HYAL4,No,ENSG00000106302
NOBOX,No,ENSG00000106410
RAPGEF1,No,ENSG00000107263
FBXL15,No,ENSG00000107872
SLC16A6,No,ENSG00000108932
ATG2A,No,ENSG00000110046
DROSHA,No,ENSG00000113360
SLC25A12,No,ENSG00000115840
CASQ2,No,ENSG00000118729
LIAS,No,ENSG00000121897
BCAS4,No,ENSG00000124243
EIF2AK4,Yes,ENSG00000128829
SERGEF,No,ENSG00000129158
EIF5A,No,ENSG00000132507
AP3B1,No,ENSG00000132842
RNF17,No,ENSG00000132972
BHLHE40,No,ENSG00000134107
VEZF1,No,ENSG00000136451
DCAF7,No,ENSG00000136485
CCL21,No,ENSG00000137077
SLCO5A1,No,ENSG00000137571
TRIM54,No,ENSG00000138100
GUCD1,No,ENSG00000138867
HNRNPA1L2,No,ENSG00000139675
TSSK4,Yes,ENSG00000139908
TIGD7,No,ENSG00000140993
CACNG8,Yes,ENSG00000142408
LBR,No,ENSG00000143815
TRPM8,Yes,ENSG00000144481
GADL1,No,ENSG00000144644
MDH2,No,ENSG00000146701
GIGYF1,No,ENSG00000146830
GLUD1,No,ENSG00000148672
ADAM33,Yes,ENSG00000149451
TWF1,No,ENSG00000151239
PTPN14,No,ENSG00000152104
SCN3A,Yes,ENSG00000153253
DGKE,No,ENSG00000153933
C16orf74,No,ENSG00000154102
OTULIN,No,ENSG00000154124
PSD3,No,ENSG00000156011
NAA11,No,ENSG00000156269
SMG1,Yes,ENSG00000157106
NDUFV3,No,ENSG00000160194
AP2M1,No,ENSG00000161203
JMJD8,No,ENSG00000161999
WASHC5,No,ENSG00000164961
PIGO,No,ENSG00000165282
RIMKLB,No,ENSG00000166532
MMP10,Yes,ENSG00000166670
YPEL4,No,ENSG00000166793
FAM102A,No,ENSG00000167106
CHAF1A,No,ENSG00000167670
MFSD2A,No,ENSG00000168389
ANKRD49,No,ENSG00000168876
SLC33A1,No,ENSG00000169359
DUS1L,No,ENSG00000169718
TMEM43,No,ENSG00000170876
ZNF417,No,ENSG00000173480
ZDHHC14,No,ENSG00000175048
TMEM11,No,ENSG00000178307
MIGA1,No,ENSG00000180488
MRPL14,No,ENSG00000180992
VPS33B,No,ENSG00000184056
DEFB105A,No,ENSG00000186562
SELL,Yes,ENSG00000188404
AGPAT1,No,ENSG00000204310
ZNF616,No,ENSG00000204611
OR52J3,No,ENSG00000205495
ANKUB1,No,ENSG00000206199
IGLV3-19,No,ENSG00000211663
PPME1,Yes,ENSG00000214517
SAPCD1,No,ENSG00000228727
MTFP1,No,ENSG00000242114
ACTN3,No,ENSG00000248746
OC90,No,ENSG00000253117
PCDHGA6,No,ENSG00000253731
MTRNR2L1,No,ENSG00000256618
EDDM13,No,ENSG00000267710
SCYGR1,No,ENSG00000284629
AOC1,Yes,ENSG00000002726
ZMYND10,No,ENSG00000004838
BAIAP2L1,No,ENSG00000006453
SCIN,No,ENSG00000006747
VRK2,Yes,ENSG00000028116
BOD1L1,No,ENSG00000038219
PNKP,No,ENSG00000039650
PLEKHA5,No,ENSG00000052126
FOXN3,No,ENSG00000053254
SLK,Yes,ENSG00000065613
SNCB,No,ENSG00000074317
SEMA3C,No,ENSG00000075223
DIS3,No,ENSG00000083520
ZNF671,No,ENSG00000083814
COL16A1,No,ENSG00000084636
POLR2F,No,ENSG00000100142
RASD2,No,ENSG00000100302
SLC25A15,No,ENSG00000102743
CTSH,Yes,ENSG00000103811
ZDHHC2,No,ENSG00000104219
PPP6R1,No,ENSG00000105063
CYTH2,No,ENSG00000105443
LZTS2,No,ENSG00000107816
TBC1D19,No,ENSG00000109680
CAPRIN2,No,ENSG00000110888
ELK3,No,ENSG00000111145
MYL2,No,ENSG00000111245
SRSF3,No,ENSG00000112081
LIFR,No,ENSG00000113594
DPH5,No,ENSG00000117543
A4GNT,No,ENSG00000118017
PRM2,No,ENSG00000122304
MT2A,No,ENSG00000125148
DDX31,No,ENSG00000125485
METTL16,No,ENSG00000127804
TRIM5,No,ENSG00000132256
DCAF8,No,ENSG00000132716
SLC41A1,No,ENSG00000133065
PEBP4,No,ENSG00000134020
RMDN3,No,ENSG00000137824
ABHD2,No,ENSG00000140526
SEPTIN12,No,ENSG00000140623
HNRNPLL,No,ENSG00000143889
ABCG8,No,ENSG00000143921
TCTA,No,ENSG00000145022
KLHL3,Yes,ENSG00000146021
ZNF547,No,ENSG00000152433
ODF1,No,ENSG00000155087
ZDHHC5,No,ENSG00000156599
FCHO2,No,ENSG00000157107
UBN2,No,ENSG00000157741
CCDC24,No,ENSG00000159214
ZBTB8A,No,ENSG00000160062
VMA21,No,ENSG00000160131
FBXO41,No,ENSG00000163013
CLEC3B,No,ENSG00000163815
ABHD18,No,ENSG00000164074
GFM2,No,ENSG00000164347
PEX11A,No,ENSG00000166821
NKIRAS2,No,ENSG00000168256
CDK1,Yes,ENSG00000170312
OR10A3,No,ENSG00000170683
SLC9C1,No,ENSG00000172139
FUT9,No,ENSG00000172461
OR10AD1,No,ENSG00000172640
C11orf86,No,ENSG00000173237
LRRC37A,No,ENSG00000176681
TCIM,No,ENSG00000176907
CYBC1,No,ENSG00000178927
FDCSP,No,ENSG00000181617
RESP18,No,ENSG00000182698
RP1L1,No,ENSG00000183638
ZNF93,No,ENSG00000184635
OR10T2,No,ENSG00000186306
SPATA12,No,ENSG00000186451
OR6C6,No,ENSG00000188324
FAM72B,No,ENSG00000188610
NOXA1,No,ENSG00000188747
TRRAP,No,ENSG00000196367
CACNA1H,Yes,ENSG00000196557
FITM2,No,ENSG00000197296
DCHS2,No,ENSG00000197410
KCNMB2,No,ENSG00000197584
DPP4,Yes,ENSG00000197635
SFMBT2,No,ENSG00000198879
LILRB3,No,ENSG00000204577
TRBV20OR9-2,No,ENSG00000205274
TRIM59,No,ENSG00000213186
NEURL4,No,ENSG00000215041
MSMP,No,ENSG00000215183
KIAA0040,No,ENSG00000235750
GAGE12F,No,ENSG00000236362
MIF,Yes,ENSG00000240972
CHCHD10,No,ENSG00000250479
CENPS-CORT,No,ENSG00000251503
LRRC24,No,ENSG00000254402
ZNF10,No,ENSG00000256223
OR1D5,No,ENSG00000262628
RBP3,No,ENSG00000265203
LIN37,No,ENSG00000267796
SRXN1,No,ENSG00000271303
MILR1,No,ENSG00000271605
PIP4K2B,Yes,ENSG00000276293
NEFL,No,ENSG00000277586
BAIAP3,No,ENSG00000007516
STMN4,No,ENSG00000015592
HMGB3,No,ENSG00000029993
CBLN4,No,ENSG00000054803
ZFY,No,ENSG00000067646
PTPRC,Yes,ENSG00000081237
CRLS1,No,ENSG00000088766
PLEKHG2,No,ENSG00000090924
CRKL,No,ENSG00000099942
MMP9,Yes,ENSG00000100985
DOK5,No,ENSG00000101134
RHOXF1,No,ENSG00000101883
WFDC1,No,ENSG00000103175
ARHGEF10,No,ENSG00000104728
SIGLEC6,No,ENSG00000105492
KLF1,No,ENSG00000105610
TRDMT1,No,ENSG00000107614
AKAP10,No,ENSG00000108599
SPSB2,No,ENSG00000111671
FOXP1,No,ENSG00000114861
TFCP2L1,No,ENSG00000115112
EVA1A,No,ENSG00000115363
RGS2,No,ENSG00000116741
UTP25,No,ENSG00000117597
TRIM67,No,ENSG00000119283
WDR55,No,ENSG00000120314
SRSF6,No,ENSG00000124193
NEURL2,No,ENSG00000124257
AARS2,No,ENSG00000124608
TTF1,No,ENSG00000125482
DTD1,No,ENSG00000125821
MCM8,No,ENSG00000125885
TAS2R16,No,ENSG00000128519
SIGLEC9,No,ENSG00000129450
EPSTI1,No,ENSG00000133106
MICAL2,No,ENSG00000133816
WNT2B,No,ENSG00000134245
TRIM45,No,ENSG00000134253
RNASEH2B,No,ENSG00000136104
LMX1B,No,ENSG00000136944
IL18BP,No,ENSG00000137496
TUBGCP4,No,ENSG00000137822
CCNG2,No,ENSG00000138764
MYG1,No,ENSG00000139637
TMBIM6,No,ENSG00000139644
RUSF1,No,ENSG00000140688
NDUFB10,No,ENSG00000140990
SOD1,No,ENSG00000142168
JTB,No,ENSG00000143543
RPP30,No,ENSG00000148688
TTC12,No,ENSG00000149292
SIDT2,No,ENSG00000149577
MCHR2,Yes,ENSG00000152034
AGPAT5,No,ENSG00000155189
DRC1,No,ENSG00000157856
MORC3,No,ENSG00000159256
THEM4,No,ENSG00000159445
ZNF208,No,ENSG00000160321
FCN2,No,ENSG00000160339
PGAP3,No,ENSG00000161395
WDR90,No,ENSG00000161996
EXTL2,No,ENSG00000162694
DHX57,No,ENSG00000163214
MRPS18C,No,ENSG00000163319
PIGX,No,ENSG00000163964
LRFN5,No,ENSG00000165379
SPINT1,No,ENSG00000166145
RPL13,No,ENSG00000167526
GPT,No,ENSG00000167701
ZNF558,No,ENSG00000167785
PPDPFL,No,ENSG00000168333
TNIP2,No,ENSG00000168884
IRS1,No,ENSG00000169047
HSFX1,No,ENSG00000171116
HINFP,No,ENSG00000172273
TRMT112,No,ENSG00000173113
ZNF80,No,ENSG00000174255
BBS1,No,ENSG00000174483
CATSPERD,No,ENSG00000174898
TEX36,No,ENSG00000175018
UNC119B,No,ENSG00000175970
OR4F17,Yes,ENSG00000176695
C8G,No,ENSG00000176919
ZBTB34,No,ENSG00000177125
OR2M7,No,ENSG00000177186
RNF227,No,ENSG00000179859
OR52N5,No,ENSG00000181009
CCL13,No,ENSG00000181374
AMIGO1,No,ENSG00000181754
PAPPA,No,ENSG00000182752
SCFD2,No,ENSG00000184178
DLEU7,No,ENSG00000186047
ZNF501,No,ENSG00000186446
RPS23,No,ENSG00000186468
TMEM17,No,ENSG00000186889
KANK3,No,ENSG00000186994
TMCO2,No,ENSG00000188800
PFN3,No,ENSG00000196570
HCAR1,Yes,ENSG00000196917
DLL1,No,ENSG00000198719
COL5A2,No,ENSG00000204262
NFKBIL1,No,ENSG00000204498
ATXN2,No,ENSG00000204842
IGKV2D-26,No,ENSG00000211623
IGHV3-11,No,ENSG00000211941
ANKRD39,No,ENSG00000213337
HNRNPUL2,No,ENSG00000214753
OR6B1,No,ENSG00000221813
OR52I1,No,ENSG00000232268
OR2AE1,No,ENSG00000244623
H2AJ,No,ENSG00000246705
SPDYE9,No,ENSG00000262461
TBCEL-TECTA,No,ENSG00000285509
RAD52,No,ENSG00000002016
WNT16,No,ENSG00000002745
SLC4A7,No,ENSG00000033867
DEPDC1B,No,ENSG00000035499
CLEC16A,No,ENSG00000038532
PIK3CB,Yes,ENSG00000051382
PLEKHH3,No,ENSG00000068137
SEC31B,No,ENSG00000075826
KIF22,No,ENSG00000079616
RPS5,No,ENSG00000083845
NKAIN1,No,ENSG00000084628
FXYD3,No,ENSG00000089356
DDTL,No,ENSG00000099974
SLC5A4,Yes,ENSG00000100191
SGK2,Yes,ENSG00000101049
EPPIN,No,ENSG00000101448
BEX4,No,ENSG00000102409
FGF14,No,ENSG00000102466
RAB2A,No,ENSG00000104388
NDRG1,No,ENSG00000104419
TRPS1,No,ENSG00000104447
NCALD,No,ENSG00000104490
POLR2I,No,ENSG00000105258
NPDC1,No,ENSG00000107281
GBF1,No,ENSG00000107862
HLF,No,ENSG00000108924
COMMD9,No,ENSG00000110442
RFC5,No,ENSG00000111445
IL26,No,ENSG00000111536
KLHL24,Yes,ENSG00000114796
MTR,No,ENSG00000116984
CCN2,No,ENSG00000118523
FOXO3,No,ENSG00000118689
LRP11,No,ENSG00000120256
EEPD1,No,ENSG00000122547
GLIPR2,No,ENSG00000122694
EEF1AKMT3,No,ENSG00000123427
ACVR1C,Yes,ENSG00000123612
OPN5,Yes,ENSG00000124818
ZNF436,No,ENSG00000125945
TIMM17B,No,ENSG00000126768
ZFP36,No,ENSG00000128016
ASH2L,No,ENSG00000129691
GTPBP3,No,ENSG00000130299
UCK1,No,ENSG00000130717
NFATC1,No,ENSG00000131196
TOE1,No,ENSG00000132773
HSPBP1,No,ENSG00000133265
HSD17B4,No,ENSG00000133835
EIF2S1,No,ENSG00000134001
NACAD,No,ENSG00000136274
HLX,No,ENSG00000136630
SLC25A52,No,ENSG00000141437
AKT1,Yes,ENSG00000142208
MAP3K6,Yes,ENSG00000142733
SNAP47,No,ENSG00000143740
ANK2,No,ENSG00000145362
CCDC120,No,ENSG00000147144
PSKH2,Yes,ENSG00000147613
B3GAT3,No,ENSG00000149541
PTPRD,No,ENSG00000153707
ASB17,No,ENSG00000154007
VPS37A,No,ENSG00000155975
CFAP70,No,ENSG00000156042
MTERF3,No,ENSG00000156469
FHIP2B,No,ENSG00000158863
GNE,No,ENSG00000159921
ZDHHC12,No,ENSG00000160446
FAM171A2,No,ENSG00000161682
FMNL3,No,ENSG00000161791
TAFA4,No,ENSG00000163377
IL17RC,No,ENSG00000163702
PLSCR2,No,ENSG00000163746
MID1IP1,No,ENSG00000165175
SSX3,No,ENSG00000165584
TMEM170A,No,ENSG00000166822
ANKDD1A,No,ENSG00000166839
KCNG4,Yes,ENSG00000168418
CHST14,No,ENSG00000169105
HOXD4,No,ENSG00000170166
MRAP,No,ENSG00000170262
METTL7B,No,ENSG00000170439
MTSS1,No,ENSG00000170873
ARL13A,No,ENSG00000174225
NR1D2,Yes,ENSG00000174738
OR4B1,No,ENSG00000175619
OR4K13,No,ENSG00000176253
TMEM151B,No,ENSG00000178233
CA8,Yes,ENSG00000178538
IDH2,No,ENSG00000182054
OR51B4,No,ENSG00000183251
FIGLA,No,ENSG00000183733
FOXO4,No,ENSG00000184481
KRT6B,No,ENSG00000185479
SESTD1,No,ENSG00000187231
POTEG,No,ENSG00000187537
PEAK3,No,ENSG00000188305
FSIP2,No,ENSG00000188738
GREB1,No,ENSG00000196208
METTL9,No,ENSG00000197006
SHPK,No,ENSG00000197417
GLYATL3,No,ENSG00000203972
DAXX,No,ENSG00000204209
NEU1,No,ENSG00000204386
NCR3,No,ENSG00000204475
PCDHA4,No,ENSG00000204967
CFAP44,No,ENSG00000206530
IGHD5-12,No,ENSG00000211921
SRA1,No,ENSG00000213523
PAM16,No,ENSG00000217930
POTEJ,No,ENSG00000222038
VPS52,No,ENSG00000223501
TSPY8,No,ENSG00000229549
POTEB2,No,ENSG00000230031
ACBD6,No,ENSG00000230124
TRGV2,No,ENSG00000233306
CXorf51B,No,ENSG00000235699
KRTAP9-1,No,ENSG00000240542
RBM14-RBM4,No,ENSG00000248643
GFY,No,ENSG00000261949
RPS4Y2,No,ENSG00000280969
CYP51A1,Yes,ENSG00000001630
DLX6,No,ENSG00000006377
HIVEP2,No,ENSG00000010818
MKS1,No,ENSG00000011143
SNRNP40,No,ENSG00000060688
RASSF1,No,ENSG00000068028
TSG101,No,ENSG00000074319
IGSF9B,No,ENSG00000080854
PCDHGA2,No,ENSG00000081853
DEPDC5,No,ENSG00000100150
STAG2,No,ENSG00000101972
CEACAM4,No,ENSG00000105352
MICU1,No,ENSG00000107745
RPS13,No,ENSG00000110700
PHC1,No,ENSG00000111752
SLC26A8,No,ENSG00000112053
RNF8,No,ENSG00000112130
PTP4A1,Yes,ENSG00000112245
RPS12,No,ENSG00000112306
SLC12A7,Yes,ENSG00000113504
NR3C1,Yes,ENSG00000113580
ADGB,No,ENSG00000118492
ADCY7,No,ENSG00000121281
SELENOS,No,ENSG00000131871
TMEM128,No,ENSG00000132406
WDR74,No,ENSG00000133316
ATP13A3,No,ENSG00000133657
GNAT2,No,ENSG00000134183
USP30,No,ENSG00000135093
CYP27A1,Yes,ENSG00000135929
MARCHF7,No,ENSG00000136536
NARS2,No,ENSG00000137513
IL21,No,ENSG00000138684
DUOX2,No,ENSG00000140279
KSR1,Yes,ENSG00000141068
SAT2,No,ENSG00000141504
NFIC,No,ENSG00000141905
RGL1,No,ENSG00000143344
RIT1,No,ENSG00000143622
PSPH,No,ENSG00000146733
STRA8,No,ENSG00000146857
EPHA1,Yes,ENSG00000146904
GRIK4,Yes,ENSG00000149403
GXYLT1,No,ENSG00000151233
ZNF256,No,ENSG00000152454
LMNTD1,No,ENSG00000152936
GDPD1,No,ENSG00000153982
IGF2BP1,No,ENSG00000159217
CYB5R1,No,ENSG00000159348
ACOX1,No,ENSG00000161533
KLHDC9,No,ENSG00000162755
ACP6,No,ENSG00000162836
PPM1L,No,ENSG00000163590
TXLNB,No,ENSG00000164440
SGPL1,No,ENSG00000166224
PIP4K2C,Yes,ENSG00000166908
SLC3A2,No,ENSG00000168003
COPS6,No,ENSG00000168090
NT5DC2,No,ENSG00000168268
CHRNB1,Yes,ENSG00000170175
LRRN2,No,ENSG00000170382
EMB,No,ENSG00000170571
GSTA4,No,ENSG00000170899
TLN2,No,ENSG00000171914
TMEM196,No,ENSG00000173452
DPY19L1,No,ENSG00000173852
PHC3,No,ENSG00000173889
CDC26,No,ENSG00000176386
R3HDM2,No,ENSG00000179912
PJA1,No,ENSG00000181191
OR52A1,No,ENSG00000182070
GALNT9,No,ENSG00000182870
CCR10,Yes,ENSG00000184451
PRSS55,No,ENSG00000184647
SGCZ,No,ENSG00000185053
KRT73,No,ENSG00000186049
NKAIN2,No,ENSG00000188580
UGT2B15,No,ENSG00000196620
HMGN2,No,ENSG00000198830
ITPRIPL1,No,ENSG00000198885
C1orf174,No,ENSG00000198912
ZNF551,No,ENSG00000204519
OR6C68,No,ENSG00000205327
TRAV14DV4,No,ENSG00000211792
TRDV2,No,ENSG00000211821
KRTAP3-1,No,ENSG00000212901
GSTM2,No,ENSG00000213366
ZNF579,No,ENSG00000218891
IGKV6D-21,No,ENSG00000225523
HSBP1L1,No,ENSG00000226742
PGAM4,No,ENSG00000226784
USP17L8,No,ENSG00000237038
PRR20G,No,ENSG00000239620
IGKV1-33,No,ENSG00000242076
IL10RB,No,ENSG00000243646
ZNF512,No,ENSG00000243943
TRBV6-8,No,ENSG00000253534
SIGLEC14,No,ENSG00000254415
SPDYE8,No,ENSG00000273520
TRAJ36,No,ENSG00000276699
TEX52,No,ENSG00000283297
NDUFAB1,No,ENSG00000004779
FARP2,No,ENSG00000006607
STARD3NL,No,ENSG00000010270
PSMC4,No,ENSG00000013275
CD6,No,ENSG00000013725
DAPK2,Yes,ENSG00000035664
HEBP2,No,ENSG00000051620
PRDM6,No,ENSG00000061455
CHI3L2,No,ENSG00000064886
AP3D1,No,ENSG00000065000
CBFB,No,ENSG00000067955
TIPIN,No,ENSG00000075131
GMCL1,No,ENSG00000087338
FERMT1,No,ENSG00000101311
POLA1,Yes,ENSG00000101868
CBLN1,No,ENSG00000102924
AP3B2,No,ENSG00000103723
MYEF2,No,ENSG00000104177
FGL1,No,ENSG00000104760
TBC1D17,No,ENSG00000104946
FBXO24,No,ENSG00000106336
GCK,Yes,ENSG00000106633
DCUN1D4,No,ENSG00000109184
CUX2,No,ENSG00000111249
GAPDH,Yes,ENSG00000111640
POLR3G,No,ENSG00000113356
UXS1,No,ENSG00000115652
ELAPOR1,No,ENSG00000116299
MESD,No,ENSG00000117899
MTRF1,No,ENSG00000120662
NCKAP1L,No,ENSG00000123338
GRK4,Yes,ENSG00000125388
GPCPD1,No,ENSG00000125772
LOXL1,No,ENSG00000129038
BST2,No,ENSG00000130303
NAV1,No,ENSG00000134369
TSGA10,No,ENSG00000135951
ST6GALNAC4,No,ENSG00000136840
FOXF2,No,ENSG00000137273
PCDH10,No,ENSG00000138650
MYLK3,Yes,ENSG00000140795
SKAP1,No,ENSG00000141293
IMPA2,Yes,ENSG00000141401
SCD5,Yes,ENSG00000145284
GLRA3,Yes,ENSG00000145451
ARHGAP36,No,ENSG00000147256
PAXX,No,ENSG00000148362
WDR17,No,ENSG00000150627
CYRIB,No,ENSG00000153310
DISP1,No,ENSG00000154309
SEPTIN14,No,ENSG00000154997
CARMIL2,No,ENSG00000159753
C19orf47,No,ENSG00000160392
SQSTM1,No,ENSG00000161011
GPR155,No,ENSG00000163328
C4orf45,No,ENSG00000164123
FAM170A,No,ENSG00000164334
SHH,Yes,ENSG00000164690
BSCL2,No,ENSG00000168000
CSNK1G1,Yes,ENSG00000169118
PYDC1,No,ENSG00000169900
OR10H2,No,ENSG00000171942
GPR148,Yes,ENSG00000173302
CDK5R1,Yes,ENSG00000176749
OR51S1,No,ENSG00000176922
OR2G3,No,ENSG00000177476
EFCAB13,No,ENSG00000178852
CATSPERE,No,ENSG00000179397
ATOH7,No,ENSG00000179774
LYNX1,No,ENSG00000180155
FTMT,No,ENSG00000181867
GINS3,No,ENSG00000181938
FBXL6,No,ENSG00000182325
GDPGP1,No,ENSG00000183208
H3C13,No,ENSG00000183598
KLHL33,Yes,ENSG00000185271
NPIPB4,No,ENSG00000185864
SERPINA11,No,ENSG00000186910
KRTAP13-4,No,ENSG00000186971
CHP1,No,ENSG00000187446
EZHIP,No,ENSG00000187690
DCUN1D3,No,ENSG00000188215
PCDH18,No,ENSG00000189184
ARMCX4,No,ENSG00000196440
OR8G1,No,ENSG00000197849
LRIG2,No,ENSG00000198799
OR2J2,No,ENSG00000204700
E2F4,No,ENSG00000205250
RPS18,No,ENSG00000231500
IGHV3OR16-12,No,ENSG00000270467
CIAPIN1,No,ENSG00000005194
IYD,No,ENSG00000009765
SPRTN,No,ENSG00000010072
PARP3,Yes,ENSG00000041880
PHKA2,No,ENSG00000044446
CACNB1,Yes,ENSG00000067191
METTL22,No,ENSG00000067365
LIMS2,No,ENSG00000072163
PAFAH1B3,No,ENSG00000079462
KCNK2,Yes,ENSG00000082482
PHGDH,No,ENSG00000092621
P2RX6,Yes,ENSG00000099957
SIX4,No,ENSG00000100625
VRK1,Yes,ENSG00000100749
HRH3,Yes,ENSG00000101180
OLFM4,No,ENSG00000102837
CACNG7,Yes,ENSG00000105605
RUNDC3B,No,ENSG00000105784
BST1,No,ENSG00000109743
NUP98,No,ENSG00000110713
BTNL8,No,ENSG00000113303
ACAP2,No,ENSG00000114331
ZNHIT6,No,ENSG00000117174
NEK2,Yes,ENSG00000117650
ATP10B,No,ENSG00000118322
RXYLT1,No,ENSG00000118600
PRLHR,Yes,ENSG00000119973
HPCA,No,ENSG00000121905
OPN4,Yes,ENSG00000122375
PRDM7,No,ENSG00000126856
SMO,Yes,ENSG00000128602
GSE1,No,ENSG00000131149
NXT1,No,ENSG00000132661
PLAAT2,No,ENSG00000133328
CLDN10,No,ENSG00000134873
BCO1,No,ENSG00000135697
CHST5,No,ENSG00000135702
SCN7A,Yes,ENSG00000136546
MTCH1,No,ENSG00000137409
FGFBP1,No,ENSG00000137440
USP8,No,ENSG00000138592
CNOT6L,No,ENSG00000138767
RPL3L,No,ENSG00000140986
RPTOR,No,ENSG00000141564
DYNC1LI1,No,ENSG00000144635
DIPK2B,No,ENSG00000147113
MAGEA4,No,ENSG00000147381
GINS4,No,ENSG00000147536
OR5C1,No,ENSG00000148215
INA,No,ENSG00000148798
ZNF18,No,ENSG00000154957
CLEC18A,No,ENSG00000157322
PRXL2C,No,ENSG00000158122
RNF207,No,ENSG00000158286
TMED4,No,ENSG00000158604
RGS12,Yes,ENSG00000159788
ABR,No,ENSG00000159842
ALOX15,Yes,ENSG00000161905
FCRLB,No,ENSG00000162746
CLDN19,No,ENSG00000164007
TLX3,No,ENSG00000164438
ABCA1,Yes,ENSG00000165029
DDX21,No,ENSG00000165732
VWA2,No,ENSG00000165816
SEC11C,No,ENSG00000166562
CDH16,No,ENSG00000166589
KLK6,No,ENSG00000167755
SCARA3,No,ENSG00000168077
COA6,No,ENSG00000168275
INPP5D,No,ENSG00000168918
C1GALT1C1,No,ENSG00000171155
NEUROD2,No,ENSG00000171532
SERF1A,No,ENSG00000172058
IL17D,No,ENSG00000172458
FUT10,No,ENSG00000172728
PC,No,ENSG00000173599
WFDC5,No,ENSG00000175121
TOP3A,No,ENSG00000177302
P2RY8,Yes,ENSG00000182162
GJD3,No,ENSG00000183153
NUDT14,No,ENSG00000183828
TMEM255B,No,ENSG00000184497
LAMP1,No,ENSG00000185896
POMK,No,ENSG00000185900
CYP4X1,Yes,ENSG00000186377
TMEM262,No,ENSG00000187066
LCE2C,No,ENSG00000187180
ZNG1C,No,ENSG00000196873
DTHD1,No,ENSG00000197057
SLC22A6,Yes,ENSG00000197901
PRIM1,No,ENSG00000198056
AKR1B10,Yes,ENSG00000198074
CDC42BPB,Yes,ENSG00000198752
MT-CO1,No,ENSG00000198804
L1CAM,No,ENSG00000198910
MRPL38,No,ENSG00000204316
IGFL2,No,ENSG00000204866
JPT2,No,ENSG00000206053
DIO2,No,ENSG00000211448
TRAJ61,No,ENSG00000211831
TRAJ35,No,ENSG00000211854
IGHD6-13,No,ENSG00000211920
KRTAP6-3,No,ENSG00000212938
KRTAP2-4,No,ENSG00000213417
KLRK1,No,ENSG00000213809
MAGEB1,No,ENSG00000214107
IGLV9-49,No,ENSG00000223350
PAGE2B,No,ENSG00000238269
ZNF674,No,ENSG00000251192
TMED7-TICAM2,No,ENSG00000251201
PGA5,Yes,ENSG00000256713
FAM246B,No,ENSG00000286175
SCN4A,Yes,ENSG00000007314
CLCA1,Yes,ENSG00000016490
HDAC9,Yes,ENSG00000048052
GPBP1,No,ENSG00000062194
PRKCZ,Yes,ENSG00000067606
UNG,No,ENSG00000076248
PSEN1,Yes,ENSG00000080815
ME2,No,ENSG00000082212
SNX10,No,ENSG00000086300
ASAP3,No,ENSG00000088280
SERPIND1,No,ENSG00000099937
MFNG,No,ENSG00000100060
RANGAP1,No,ENSG00000100401
CDS2,No,ENSG00000101290
QPRT,No,ENSG00000103485
PRKAR1A,No,ENSG00000108946
TRIM3,No,ENSG00000110171
CCN6,No,ENSG00000112761
MRPS27,No,ENSG00000113048
HAND1,No,ENSG00000113196
MRPL37,No,ENSG00000116221
FAAH,Yes,ENSG00000117480
SLC35B1,No,ENSG00000121073
PEDS1-UBE2V1,No,ENSG00000124208
TMTC4,No,ENSG00000125247
EML2,No,ENSG00000125746
DNAJB9,No,ENSG00000128590
TTI2,No,ENSG00000129696
BHMT2,Yes,ENSG00000132840
ALOX5AP,Yes,ENSG00000132965
ADAMDEC1,No,ENSG00000134028
KIDINS220,No,ENSG00000134313
GRP,No,ENSG00000134443
P2RX4,Yes,ENSG00000135124
PIK3R5,No,ENSG00000141506
KCNA10,Yes,ENSG00000143105
TMCO1,No,ENSG00000143183
BOC,No,ENSG00000144857
TBC1D7,No,ENSG00000145979
ZSCAN1,No,ENSG00000152467
DSPP,No,ENSG00000152591
SLC16A12,No,ENSG00000152779
STK32B,Yes,ENSG00000152953
C21orf91,No,ENSG00000154642
PIK3AP1,No,ENSG00000155629
VPS8,No,ENSG00000156931
AASDH,No,ENSG00000157426
TNFRSF14,No,ENSG00000157873
PRAC1,No,ENSG00000159182
LRRC14,No,ENSG00000160959
HCRT,No,ENSG00000161610
AGL,No,ENSG00000162688
WDCP,No,ENSG00000163026
SPTA1,No,ENSG00000163554
DEFB1,No,ENSG00000164825
DYNLT3,No,ENSG00000165169
VCP,Yes,ENSG00000165280
CPT1C,No,ENSG00000169169
KCNK9,Yes,ENSG00000169427
C15orf40,No,ENSG00000169609
TAS1R3,Yes,ENSG00000169962
OR1L3,No,ENSG00000171481
CNP,No,ENSG00000173786
FBXO45,No,ENSG00000174013
ANGEL2,No,ENSG00000174606
JUN,Yes,ENSG00000177606
PPP1R42,No,ENSG00000178125
DTX3,No,ENSG00000178498
HTR1D,Yes,ENSG00000179546
OR4P4,No,ENSG00000181927
ALG12,No,ENSG00000182858
PSMG1,No,ENSG00000183527
TM2D3,No,ENSG00000184277
PABPC1L2B,No,ENSG00000184388
COPB2,No,ENSG00000184432
INPP5J,No,ENSG00000185133
ZNF696,No,ENSG00000185730
KATNA1,No,ENSG00000186625
IFNA10,No,ENSG00000186803
SUMO2,No,ENSG00000188612
TMEM120A,No,ENSG00000189077
NF1,No,ENSG00000196712
ADA,Yes,ENSG00000196839
NPIPB13,No,ENSG00000198064
